79-Au-197(n,&gamma;) ENDF/B-VII.1
440.693,44.9349
440.785,34.7833
440.867,28.0804
440.961,22.321
441.056,18.1364
441.15,15.0499
441.269,12.2333
441.41,9.8404
441.56,8.0442
441.744,6.47055
441.933,5.30999
442.154,4.32821
442.406,3.52186
442.69,2.87259
443.021,2.33437
443.36,1.9402
443.754,1.61182
444.214,1.34526
444.739,1.14193
445.264,1.01306
445.79,0.940969
446.315,0.920415
446.751,0.946074
447.187,1.01933
447.513,1.11863
447.84,1.27797
448.132,1.50055
448.39,1.80149
448.611,2.19069
448.779,2.62499
448.911,3.10383
449.042,3.794
449.132,4.46862
449.216,5.35769
449.29,6.45173
449.363,7.99635
449.433,10.061
449.494,12.5894
449.556,16.0066
449.617,20.5812
449.677,26.3809
449.74,34.3434
449.81,45.6052
449.885,61.2
449.979,85.2731
450.157,141.008
450.298,182.938
450.407,204.333
450.5,210.43
450.599,203.333
450.711,180.611
450.9,122.319
451.041,79.5795
451.136,56.4096
451.216,41.1053
451.279,31.671
451.342,24.3041
451.405,18.6839
451.468,14.4758
451.531,11.3674
451.591,9.18601
451.658,7.41813
451.734,5.98123
451.809,4.9647
451.889,4.18999
451.995,3.46419
452.121,2.85697
452.279,2.32917
452.468,1.89031
452.689,1.53521
452.942,1.25305
453.237,1.02438
453.552,0.852618
453.931,0.707636
454.373,0.590364
454.942,0.488698
455.51,0.420133
456.294,0.357495
457.309,0.308127
458.323,0.279744
459.557,0.262223
460.826,0.257529
462.729,0.271111
464.316,0.302239
465.585,0.343931
466.854,0.407193
467.964,0.489435
468.916,0.591179
469.749,0.717052
470.529,0.88315
471.176,1.07768
471.731,1.30729
472.287,1.62715
472.749,2.00037
473.146,2.43964
473.516,3.00239
473.846,3.69535
474.164,4.62542
474.425,5.70075
474.648,6.95481
474.87,8.70085
475.055,10.7509
475.213,13.2002
475.356,16.2821
475.483,20.142
475.589,24.6224
475.694,30.8574
475.79,38.6637
475.885,49.4088
475.977,63.6389
476.07,82.6115
476.17,109.583
476.284,148.661
476.461,224.096
476.646,303.726
476.773,342.076
476.9,356.024
477.021,343.239
477.154,303.423
477.513,149.438
477.63,109.418
477.733,81.8803
477.828,62.6258
477.91,50.0493
477.997,39.9093
478.095,31.5664
478.19,25.6702
478.296,20.8965
478.423,16.8093
478.555,13.7735
478.714,11.1586
478.878,9.20262
479.068,7.53762
479.29,6.127
479.533,5.00677
479.803,4.1014
480.125,3.3186
480.496,2.67755
480.918,2.15894
481.381,1.75872
481.844,1.47181
482.399,1.22613
483.034,1.03391
483.668,0.908217
484.302,0.833498
484.937,0.804838
485.533,0.826929
485.931,0.878877
486.328,0.97689
486.626,1.0979
486.923,1.2858
487.171,1.52829
487.381,1.84141
487.536,2.18096
487.659,2.5684
487.768,3.05108
487.854,3.59098
487.943,4.38432
488.022,5.39677
488.091,6.63303
488.16,8.32888
488.227,10.5501
488.294,13.5202
488.361,17.4281
488.435,23.0987
488.513,30.7833
488.607,42.5715
488.74,63.3088
488.953,99.3028
489.061,112.968
489.176,119.652
489.2,119.857
489.309,115.514
489.438,100.697
489.752,48.4919
489.856,34.3668
489.935,25.8388
490.009,19.5647
490.079,15.0502
490.145,11.7322
490.212,9.23761
490.279,7.38672
490.344,6.05601
490.415,4.99685
490.497,4.11951
490.591,3.43119
490.71,2.85686
490.833,2.46581
490.982,2.16052
491.18,1.92501
491.378,1.82771
491.477,1.8253
491.646,1.90194
491.773,2.05125
491.899,2.33542
491.984,2.6547
492.068,3.15007
492.142,3.80897
492.206,4.62752
492.268,5.73556
492.33,7.25488
492.392,9.30848
492.454,12.0337
492.519,15.7631
492.59,21.0225
492.665,28.1809
492.767,40.1846
493.07,83.6331
493.185,95.1233
493.297,99.2879
493.3,99.2895
493.398,96.1797
493.503,86.743
493.664,64.4083
493.838,39.3187
493.931,28.3211
494.009,20.9353
494.08,15.6285
494.144,11.8987
494.203,9.23872
494.262,7.19712
494.321,5.65442
494.38,4.5023
494.443,3.5961
494.507,2.93935
494.58,2.39441
494.654,2.01092
494.743,1.68738
494.844,1.42977
494.971,1.20512
495.122,1.01612
495.312,0.849733
495.54,0.709623
495.789,0.600937
496.143,0.493367
496.557,0.408667
497.046,0.340588
497.603,0.287425
498.329,0.240188
499.172,0.202868
500.185,0.172252
501.603,0.143654
503.087,0.123637
505.282,0.104599
507.703,0.0907262
510.608,0.080736
513.889,0.074643
516.201,0.0731446
518.514,0.0740307
521.592,0.0801482
523.506,0.089195
524.917,0.100801
526.116,0.116723
527.113,0.137725
527.959,0.165411
528.645,0.199654
529.209,0.241728
529.692,0.294674
530.105,0.360493
530.458,0.441415
530.765,0.542348
531.012,0.656587
531.254,0.815197
531.435,0.983054
531.586,1.17493
531.733,1.43489
531.859,1.76116
531.959,2.14233
532.047,2.62428
532.127,3.24455
532.199,4.0498
532.264,5.03745
532.328,6.37621
532.389,8.08323
532.453,10.4126
532.516,13.457
532.587,17.8534
532.665,24.1252
532.745,32.3936
532.852,46.0677
533.142,90.282
533.267,104.332
533.381,109.84
533.4,109.959
533.509,106.12
533.618,95.4705
533.802,68.3042
533.964,43.7733
534.069,30.7873
534.148,23.027
534.218,17.4942
534.291,13.0789
534.356,10.0427
534.422,7.74418
534.488,6.00833
534.549,4.83416
534.619,3.82735
534.69,3.10436
534.77,2.51758
534.858,2.06917
534.947,1.7498
535.072,1.42896
535.203,1.19547
535.385,0.96805
535.596,0.784852
535.818,0.649603
536.1,0.528552
536.422,0.433153
536.785,0.359114
537.148,0.307131
537.672,0.256121
538.276,0.218834
538.881,0.195678
539.558,0.180515
540.235,0.173473
540.687,0.17257
541.431,0.177323
542.174,0.190784
542.873,0.214358
543.482,0.248108
543.989,0.291475
544.462,0.352764
544.857,0.429525
545.195,0.526832
545.471,0.642418
545.708,0.784203
545.911,0.957265
546.08,1.16181
546.221,1.40329
546.345,1.70845
546.435,2.02217
546.525,2.46199
546.604,3.00646
546.677,3.7114
546.748,4.65672
546.819,5.95942
546.882,7.51642
546.951,9.76314
547.019,12.6681
547.093,16.8223
547.174,22.6718
547.264,30.9042
547.382,44.1463
547.657,78.7135
547.778,89.2822
547.89,93.0953
547.9,93.1193
548.006,90.1403
548.125,80.5557
548.317,57.0977
548.479,36.9059
548.581,26.5322
548.666,19.5506
548.745,14.5389
548.815,11.1168
548.883,8.57659
548.95,6.65634
549.018,5.22528
549.089,4.12328
549.16,3.32373
549.241,2.67139
549.322,2.20941
549.41,1.8502
549.523,1.52508
549.658,1.25474
549.805,1.04766
549.974,0.874731
550.177,0.724843
550.425,0.594728
550.695,0.494329
551.033,0.40637
551.439,0.334284
551.912,0.277719
552.498,0.231797
553.175,0.198004
553.851,0.17636
554.866,0.157271
555.881,0.148175
556.557,0.146325
557.637,0.150589
558.324,0.160338
558.815,0.174105
559.224,0.194788
559.47,0.215498
559.674,0.242726
559.838,0.278407
559.96,0.322549
560.061,0.380255
560.146,0.456631
560.218,0.549954
560.29,0.682574
560.354,0.84798
560.418,1.07083
560.488,1.39551
560.558,1.8262
560.636,2.45219
560.713,3.2424
560.816,4.57442
560.98,7.18762
561.161,10.1028
561.292,11.5176
561.4,11.9127
561.505,11.538
561.622,10.3201
561.811,7.35159
561.976,4.69498
562.079,3.34253
562.159,2.50543
562.231,1.912
562.303,1.45355
562.366,1.14721
562.429,0.913799
562.496,0.729224
562.562,0.598162
562.627,0.503197
562.709,0.420599
562.807,0.356382
562.905,0.315336
563.02,0.284167
563.167,0.258456
563.461,0.229488
563.756,0.214253
564.214,0.202946
564.672,0.199352
565.555,0.203209
566.895,0.224094
568.289,0.261444
569.616,0.315565
570.758,0.3842
571.721,0.468067
572.551,0.571114
573.322,0.708258
573.945,0.866337
574.479,1.05602
574.983,1.30918
575.398,1.60584
575.739,1.94626
576.05,2.37985
576.302,2.86832
576.524,3.4646
576.71,4.15438
576.871,4.99661
576.997,5.91724
577.123,7.23607
577.224,8.76763
577.313,10.6792
577.402,13.3796
577.479,16.6275
577.556,21.023
577.638,27.3007
577.719,35.68
577.804,47.0158
577.897,63.056
578.008,86.9693
578.345,172.933
578.481,196.932
578.602,204.526
578.719,198.019
578.837,179.08
579.205,91.8431
579.318,71.2971
579.406,59.7141
579.495,52.3992
579.572,49.4329
579.62,49.1032
579.691,50.6469
579.767,54.8859
579.873,64.7611
580.01,83.4867
580.326,136.206
580.455,151.562
580.589,157.875
580.598,157.885
580.714,153.286
580.858,136.684
581.122,90.3278
581.285,62.7383
581.409,45.963
581.516,34.7779
581.607,27.4487
581.702,21.6199
581.802,17.0682
581.907,13.6041
582.013,11.1092
582.118,9.28416
582.25,7.63138
582.408,6.23583
582.577,5.1826
582.798,4.21225
583.056,3.43885
583.328,2.88245
583.657,2.43305
583.921,2.20049
584.263,2.03907
584.421,2.02198
584.602,2.06236
584.755,2.17347
584.908,2.41584
585.01,2.7137
585.087,3.05933
585.176,3.66825
585.253,4.44841
585.326,5.51448
585.394,6.8646
585.462,8.66277
585.539,11.3923
585.616,14.9712
585.707,20.3903
585.812,28.2516
586.011,46.6059
586.176,60.9871
586.296,67.8409
586.399,69.8583
586.508,67.6257
586.621,61.1463
586.802,45.1103
586.989,27.9183
587.097,19.8482
587.178,14.9674
587.259,11.1328
587.329,8.59708
587.398,6.65195
587.468,5.1909
587.532,4.18913
587.605,3.35085
587.677,2.74935
587.762,2.25738
587.846,1.91744
587.948,1.63646
588.064,1.41746
588.219,1.21974
588.451,1.02664
588.707,0.887017
589.07,0.757564
589.506,0.658558
590.038,0.582176
590.812,0.518162
591.833,0.480764
592.468,0.475009
593.575,0.491201
594.682,0.542427
595.674,0.627767
596.435,0.731102
597.069,0.855394
597.692,1.0303
598.257,1.26033
598.741,1.54376
599.145,1.87684
599.491,2.27142
599.82,2.79267
600.095,3.3934
600.355,4.1849
600.581,5.14712
600.775,6.298
600.946,7.71351
601.084,9.3046
601.223,11.5407
601.342,14.3169
601.435,17.2694
601.527,21.2581
601.61,26.0689
601.691,32.2218
601.771,40.2338
601.867,52.733
601.969,70.2356
602.079,94.888
602.221,134.557
602.528,230.17
602.675,261.043
602.8,270.117
602.903,263.843
603.018,243.579
603.206,189.807
603.446,114.691
603.573,82.498
603.676,61.8328
603.764,48.2257
603.847,38.1847
603.93,30.4558
604.017,24.3658
604.11,19.4995
604.214,15.5979
604.322,12.688
604.437,10.4592
604.576,8.5422
604.728,7.03333
604.922,5.66838
605.129,4.63114
605.378,3.74371
605.669,3.0141
605.983,2.45629
606.352,1.99098
606.767,1.6232
607.251,1.32443
607.712,1.12322
608.289,0.94552
608.981,0.803053
609.68,0.710395
610.393,0.653823
611.105,0.628435
611.343,0.626524
612.071,0.643018
612.8,0.701622
613.286,0.77523
613.795,0.90121
614.16,1.04055
614.5,1.23194
614.791,1.47275
615.034,1.76241
615.257,2.14828
615.432,2.58518
615.578,3.10472
615.694,3.69082
615.807,4.50014
615.909,5.5512
616.0,6.88148
616.073,8.33922
616.154,10.5172
616.235,13.4729
616.316,17.4324
616.393,22.3984
616.484,29.8924
616.581,40.1668
616.711,57.403
617.041,108.057
617.173,121.812
617.3,126.529
617.424,121.954
617.559,107.98
617.941,50.0198
618.058,35.7536
618.155,26.44
618.232,20.6119
618.317,15.7295
618.398,12.2053
618.478,9.59008
618.555,7.76823
618.645,6.19037
618.724,5.19024
618.815,4.34874
618.935,3.56447
619.081,2.91874
619.255,2.39859
619.469,1.97322
619.712,1.64988
619.955,1.42905
620.287,1.23029
620.699,1.0891
621.112,1.02977
621.25,1.02581
621.575,1.0498
621.901,1.13258
622.167,1.26869
622.38,1.45828
622.539,1.69308
622.672,2.00953
622.777,2.3994
622.862,2.87561
622.936,3.45308
623.009,4.25218
623.083,5.35326
623.151,6.74193
623.226,8.75055
623.3,11.4012
623.382,15.1961
623.468,20.232
623.578,28.4862
623.753,44.5437
623.945,62.2341
624.077,70.6167
624.2,73.4008
624.323,70.6069
624.456,62.224
624.813,29.2568
624.924,20.892
625.013,15.5386
625.09,11.9335
625.167,9.14368
625.243,7.04587
625.32,5.5068
625.392,4.4589
625.47,3.64416
625.537,3.14611
625.627,2.68561
625.716,2.38542
625.85,2.12444
625.984,2.00627
626.074,1.98455
626.206,2.02978
626.337,2.18772
626.447,2.45076
626.535,2.79871
626.623,3.33529
626.7,4.03045
626.777,5.0213
626.849,6.30992
626.922,8.0453
626.994,10.3307
627.078,13.8227
627.162,18.3153
627.267,25.3872
627.429,38.7967
627.651,57.7056
627.776,64.8731
627.9,67.4566
628.008,65.4581
628.145,57.932
628.361,39.6084
628.526,25.8275
628.634,18.4662
628.725,13.586
628.802,10.3721
628.874,8.0425
628.941,6.39543
629.007,5.13346
629.084,4.04657
629.161,3.27375
629.228,2.78847
629.319,2.32913
629.431,1.95793
629.544,1.72158
629.679,1.53779
629.905,1.35592
630.241,1.22014
630.576,1.16321
630.8,1.15129
631.4,1.18782
632.0,1.30337
632.6,1.49778
633.2,1.79271
633.725,2.16927
634.175,2.62461
634.595,3.22097
634.985,4.00739
635.33,4.99971
635.63,6.22497
635.9,7.79172
636.11,9.4934
636.312,11.7731
636.496,14.7099
636.654,18.2869
636.783,22.3659
636.907,27.7037
637.027,34.7965
637.145,44.3178
637.263,57.1443
637.385,74.6373
637.513,98.1191
637.689,138.681
638.002,216.392
638.138,240.227
638.295,251.047
638.3,251.057
638.435,243.378
638.588,218.403
639.028,110.805
639.168,82.5055
639.29,63.2138
639.41,48.6829
639.519,38.7441
639.631,31.0148
639.744,25.2508
639.867,20.555
640.003,16.8038
640.16,13.6355
640.329,11.1811
640.531,9.05337
640.775,7.23538
641.037,5.84481
641.345,4.68332
641.66,3.82732
642.02,3.11522
642.425,2.53504
642.898,2.04778
643.4,1.67307
644.0,1.35072
644.675,1.09282
645.425,0.888847
646.325,0.716317
647.244,0.591748
648.275,0.491826
649.588,0.402513
650.9,0.340786
652.4,0.292466
653.9,0.26186
654.953,0.251554
655.304,0.251233
656.038,0.261652
656.377,0.277634
656.566,0.29445
656.755,0.325383
656.897,0.370632
656.991,0.422856
657.07,0.489721
657.149,0.589046
657.212,0.701573
657.283,0.875989
657.354,1.11664
657.425,1.44186
657.496,1.87088
657.572,2.46884
657.659,3.34465
657.76,4.63702
657.906,6.92109
658.118,10.4484
658.244,12.0274
658.366,12.7629
658.4,12.8006
658.526,12.2862
658.662,10.7322
659.011,5.04264
659.117,3.61761
659.204,2.6811
659.279,2.03803
659.355,1.53978
659.421,1.20635
659.49,0.941972
659.561,0.74347
659.632,0.600789
659.711,0.490311
659.79,0.415417
659.868,0.364536
659.963,0.32387
660.083,0.291268
660.262,0.262329
660.562,0.235717
660.921,0.217578
661.476,0.201655
662.61,0.186392
664.35,0.178151
665.459,0.176972
668.659,0.184216
672.151,0.207658
675.353,0.247405
677.685,0.294963
679.629,0.355041
681.148,0.425887
682.208,0.501052
682.844,0.568972
683.321,0.646073
683.657,0.732307
683.878,0.826433
684.01,0.917718
684.143,1.06476
684.248,1.25566
684.341,1.51174
684.419,1.81936
684.496,2.24506
684.573,2.82485
684.65,3.59774
684.732,4.66022
684.824,6.22109
684.933,8.57629
685.077,12.4184
685.31,19.0849
685.445,21.9368
685.576,23.1921
685.601,23.2256
685.724,22.4216
685.84,20.329
686.029,15.2568
686.229,9.66611
686.34,7.11135
686.434,5.40152
686.519,4.19767
686.603,3.28772
686.688,2.62415
686.773,2.15549
686.858,1.83355
686.939,1.62567
687.039,1.4603
687.139,1.36119
687.339,1.26988
687.586,1.24458
687.983,1.2782
688.704,1.4448
689.425,1.71674
690.057,2.0615
690.66,2.52453
691.211,3.1283
691.697,3.89019
692.107,4.80675
692.471,5.96677
692.79,7.42265
693.038,9.02106
693.251,10.9125
693.458,13.4971
693.635,16.6122
693.784,20.2291
693.944,25.5568
694.08,31.783
694.232,41.0444
694.392,53.9198
694.592,74.6391
694.948,116.22
695.146,132.441
695.306,137.035
695.446,133.885
695.624,121.395
696.12,69.4621
696.292,55.9296
696.444,47.6937
696.595,42.8133
696.751,41.009
696.764,40.9972
696.899,42.1493
697.06,46.6443
697.193,53.238
697.352,65.0874
697.528,83.5389
697.756,115.176
698.077,161.947
698.255,178.902
698.391,183.26
698.57,176.255
698.779,152.669
699.214,86.0409
699.389,64.2147
699.549,48.9454
699.698,38.2711
699.847,30.3762
700.009,24.1308
700.176,19.4923
700.368,15.6968
700.591,12.5734
700.825,10.2505
701.081,8.41589
701.378,6.86483
701.73,5.55452
702.102,4.55402
702.57,3.65495
703.081,2.9624
703.607,2.44819
704.24,2.00326
704.915,1.66336
705.713,1.3771
706.644,1.14834
707.575,0.997453
708.572,0.901406
709.569,0.868451
710.166,0.884938
710.913,0.960513
711.36,1.05056
711.808,1.19706
712.198,1.40051
712.498,1.63766
712.738,1.90916
712.956,2.25577
713.143,2.67895
713.293,3.15465
713.444,3.83893
713.567,4.66597
713.675,5.72339
713.771,7.07284
713.855,8.72142
713.939,10.9848
714.02,13.9529
714.101,17.9271
714.182,23.1643
714.272,30.7766
714.367,41.1117
714.481,56.998
714.625,81.8991
714.9,133.78
715.032,152.329
715.171,161.406
715.199,161.684
715.332,155.781
715.488,135.653
715.87,64.9109
715.985,47.2548
716.077,35.9611
716.167,27.1536
716.249,20.8903
716.329,16.2509
716.41,12.6756
716.491,10.0153
716.577,7.95817
716.671,6.33421
716.776,5.07841
716.881,4.20163
717.002,3.49276
717.152,2.87398
717.332,2.35961
717.549,1.92777
717.812,1.56657
718.12,1.27442
718.488,1.03477
718.878,0.858539
719.328,0.715462
719.854,0.598151
720.484,0.500068
721.325,0.411828
722.346,0.341552
723.397,0.293043
724.868,0.247723
726.549,0.214378
728.651,0.188869
731.063,0.174419
731.867,0.173121
733.467,0.178896
734.333,0.191332
735.0,0.212146
735.45,0.238795
735.8,0.275226
736.033,0.316282
736.208,0.367051
736.333,0.425394
736.433,0.496826
736.517,0.583995
736.6,0.709583
736.675,0.870078
736.75,1.0933
736.818,1.36944
736.892,1.76562
736.965,2.29115
737.038,2.97368
737.12,3.9499
737.213,5.37706
737.327,7.57002
737.493,11.5418
737.733,17.3912
737.873,19.6752
738.0,20.3961
738.133,19.5922
738.28,17.0993
738.657,7.92667
738.77,5.65831
738.865,4.15008
738.953,3.07265
739.031,2.32428
739.104,1.7946
739.177,1.39413
739.25,1.09669
739.323,0.878816
739.399,0.714986
739.483,0.587557
739.577,0.491587
739.69,0.416408
739.821,0.360686
740.004,0.312617
740.217,0.277949
740.5,0.24862
740.925,0.222562
741.603,0.201771
742.139,0.194114
743.212,0.189641
744.897,0.19776
746.582,0.218934
748.267,0.255082
749.741,0.305378
750.899,0.364738
751.847,0.435006
752.69,0.52376
753.427,0.633662
754.059,0.765748
754.656,0.941752
755.147,1.14531
755.603,1.40964
755.972,1.70641
756.341,2.12104
756.635,2.58568
756.909,3.18509
757.155,3.94186
757.366,4.85643
757.534,5.87088
757.703,7.28697
757.836,8.84921
757.962,10.8725
758.089,13.662
758.205,17.1597
758.328,22.1915
758.447,28.7349
758.573,37.7747
758.719,51.0697
758.959,78.2814
759.194,104.543
759.331,115.379
759.494,120.475
759.5,120.48
759.66,115.822
759.837,101.411
760.269,52.2797
760.413,38.8998
760.539,29.6219
760.655,23.0505
760.778,17.8044
760.89,14.247
761.016,11.3077
761.143,9.18049
761.269,7.6185
761.438,6.12169
761.606,5.05871
761.81,4.13573
762.056,3.34968
762.343,2.70823
762.638,2.24499
762.982,1.86069
763.386,1.54621
763.87,1.2905
764.406,1.10433
765.067,0.963724
765.86,0.880797
766.389,0.864844
767.023,0.883249
767.657,0.945413
768.291,1.06287
768.767,1.20142
769.279,1.42315
769.704,1.69474
770.103,2.06589
770.417,2.48215
770.73,3.07543
770.998,3.81246
771.222,4.69291
771.424,5.82808
771.58,7.07341
771.737,8.82262
771.871,10.9313
771.994,13.5866
772.117,17.1998
772.235,21.8255
